gene,mitochondrial,mtdna_encoded,reference_only,mean_log_expr_training,clamp_delta,score_emt,score_migration_independent,score_invasion_independent,score_epithelial,z_emt,z_migration_independent,z_invasion_independent,z_epithelial,z_combined,z_combined_count_only,z_combined_quintile,z_combined_half_a,z_combined_half_b,p_empirical,fdr_bh,spearman_with_epithelial_state,direction_primary,direction_count_only,direction_quintile,stable_halves,called
ATF2,True,False,False,0.10438038070951952,-0.11775854115439234,-0.001503186949171891,-4.542931224779678e-05,-0.0009126796484207142,-0.0011178401352501407,-0.2887184661763432,-0.3922261096481108,-0.34807337222018747,-0.274543808697083,-0.7544741393475585,-0.7699124318687399,-0.6544912659632507,-0.74502483780721,-0.7363711542908857,0.6854838709677419,0.7847597600646542,-0.03387237743014306,False,False,False,False,False
NDUFB1,True,False,False,0.8477426919118866,-0.8363890892179002,-0.0016727077703598593,2.5095207435620916e-05,-0.004349738384632905,-0.004795922258126895,-0.29661959193316983,-0.38459636051081747,-0.5417762145684867,-0.4656255878719265,-0.7573665791405477,-0.7876738711577345,-0.7970128045447352,-0.45459801993031446,-1.0411277403328763,0.6854838709677419,0.7847597600646542,0.038860019662069624,False,False,False,False,False
BECN1,True,False,False,0.27850727108626105,-0.2981798792126171,-0.0017737618508950953,-0.0004063657769947922,0.00022156668136102682,-0.0006900383347346129,-0.30132957972672864,-0.4312742973264255,-0.28415047917007413,-0.25231887558091515,-0.7644354806423133,-0.7733032957671938,-1.050600970259224,-0.705010118344704,-0.7994641800007518,0.6873449131513648,0.7847597600646542,-0.0024811347207996837,False,False,False,False,False
MAPK8,True,False,False,0.10268998351446935,-0.12396033302741516,-0.0012082320426284304,9.238921697245369e-05,-0.00048012839759338565,0.00036068997208805884,-0.27497103507695714,-0.377316106586176,-0.3236960155390787,-0.19773199372521208,-0.7782511634769996,-0.7900275754184034,-0.9667665932829992,-0.7499291257536063,-0.7735787981154659,0.6892059553349876,0.7847597600646542,0.012733482647937014,False,False,False,False,False
TFE3,True,False,False,0.07675362062751603,-0.0844142650495203,-0.00042342791282143144,-0.0003488399987846567,-0.000742613917502384,-1.9835573636431246e-06,-0.2383924243751697,-0.42505082698389574,-0.3384889519372727,-0.2165734173128532,-0.7853587859834849,-0.7989853433189584,-0.8454951505933004,-0.7244250573425693,-0.8082494080317106,0.6910669975186104,0.7847597600646542,-0.0029654765794596607,False,False,False,False,False
CHCHD5,True,False,False,0.5751191791186921,-0.5897869734929475,0.0005155266090175878,0.00019630579799412125,0.00045849118697905463,0.003432320393196976,-0.1946290818842492,-0.36607381173667325,-0.2707980887448951,-0.038156272948753345,-0.7933447094170641,-0.8085938580838602,-0.9619214353092962,-0.7275993543517227,-0.8346926523396293,0.6923076923076923,0.7847597600646542,0.023245790900586746,False,False,False,False,False
CDS2,True,False,False,0.11478213926371345,-0.12858156417664715,-0.0019667087779017575,-0.00021419057245115588,-0.0012706411510844577,-0.0014938963847335013,-0.310322563148998,-0.4104836757432099,-0.3682470631108033,-0.29408048428520095,-0.7949728177178101,-0.8121788255624814,-1.2681444203597654,-0.6852842000576197,-0.8749539776187567,0.6923076923076923,0.7847597600646542,0.0038766692900195333,False,False,False,False,False
HARS2,True,False,False,0.0661441241366426,-0.07408412875537028,-0.0010760168969917105,-0.0003240099897486797,-0.001039864474564875,-0.0005943250044205399,-0.2688086741037611,-0.4223645734529018,-0.3552411468258808,-0.24734642721348774,-0.7990679671690559,-0.8117928272550499,-1.1782147326735908,-0.7964484910044861,-0.7589096286814012,0.6941687344913151,0.7847597600646542,-0.009982824205640775,False,False,False,False,False
ATG13,True,False,False,0.08711488027885025,-0.09771005747977067,-0.0013983125781420165,-0.0005138258061634281,-0.0004105467025672171,-0.0004545575551585955,-0.2838304200450875,-0.442899942825656,-0.3197745893615223,-0.24008530253397312,-0.8064196496982927,-0.8203227532519933,-1.2272674611441288,-0.8338319822991662,-0.732933178542728,0.6960297766749379,0.7847597600646542,-0.02005148210457509,False,False,False,False,False
OAT,True,False,False,0.42771619209326933,-0.45222356326282165,-0.00478329244473271,-0.0007967774921652571,-0.0019391948515668838,-0.0057167495832995425,-0.44159954493980363,-0.4735112875304361,-0.40592484576884297,-0.5134639225606534,-0.8075717556784292,-0.8322618613033723,-1.203831877017911,-0.6610496102736019,-0.9525625982806711,0.6966501240694789,0.7847597600646542,0.03930278350151772,False,False,False,False,False
RELA,True,False,False,0.15178076270859536,-0.1795352347208729,-0.0012817979265508516,-0.00020138523983891587,-0.0013765166620018452,-0.0006554101470992053,-0.27839983689734626,-0.40909832103410204,-0.3742139053947899,-0.2505198902722895,-0.8111921730539488,-0.822853290467546,-1.164003314641521,-0.9796498244803405,-0.6034362465177543,0.6972704714640199,0.7847597600646542,0.021585970491583464,False,False,False,False,False
ACO1,True,False,False,0.10927338082693018,-0.12000202625487418,-0.0015141884994804545,-0.0005916653039368858,-0.0017911024065180993,-0.0020920699254978665,-0.2892312328789751,-0.45132106846607667,-0.397578777302212,-0.32515648003680553,-0.8129745986104583,-0.8251877859197105,-1.049555498785545,-0.8657462807778071,-0.72355365452261,0.6972704714640199,0.7847597600646542,-0.01851980765686664,False,False,False,False,False
VPS13D,True,False,False,0.06013845765607853,-0.06962331249420772,-0.0005253564929119796,-0.00043238475310347434,-0.0010267385133090178,-9.303267159846944e-06,-0.24314317135637506,-0.43408918017014586,-0.35450140502949384,-0.2169536870089002,-0.8147800695471146,-0.8289029042484535,-1.1432910502452702,-0.8369406303013216,-0.7474975642327344,0.6972704714640199,0.7847597600646542,0.0031222037924533404,False,False,False,False,False
ATP6V1A,True,False,False,0.23700345430789868,-0.25624280386818765,-0.0005539424102824074,-0.001405407154591351,-0.0012342059224777508,-0.0020879994504809938,-0.24447552054177435,-0.5393563533695513,-0.36619367738644204,-0.32494501286931815,-0.8250805384284496,-0.847842202830726,-1.0590035968085525,-0.9280782178990885,-0.693880110669681,0.6991315136476427,0.7847597600646542,0.05448014587382953,False,False,False,False,False
PPP2R2B,True,False,False,0.061246768456457275,-0.06783205232993395,-0.003239561371628196,-0.0008026052966637584,-0.0008285708185029461,-0.0027620715552201594,-0.36964842260660535,-0.4741417730203672,-0.3433332380903832,-0.35996405071639864,-0.8271593830009571,-0.8289688274742559,-1.2869342168060913,-0.8163787632168557,-0.7988514449816088,0.7003722084367245,0.7847597600646542,-0.08217840603906361,False,False,False,False,False
HTRA2,True,False,False,0.1350297721611633,-0.1648163339387594,-0.0009582420341488009,-0.0006220891141976653,-0.00027681245417762973,0.00027234811399761414,-0.26331935429163594,-0.4546124916637441,-0.3122377079694618,-0.20232148326231109,-0.8278480706625309,-0.839290431238819,-0.9347821425847989,-0.7918463895931004,-0.8274185885567691,0.7003722084367245,0.7847597600646542,0.0176340199144104,False,False,False,False,False
CEP89,True,False,False,0.10112453796052803,-0.10963716046991004,-0.001598547014769621,-0.0005091819588081214,-0.0006404126511224109,-0.0004499053160015829,-0.29316306398554953,-0.4423975446453929,-0.3327291796119346,-0.23984361186324563,-0.8284461763796314,-0.8257755817767786,-0.9364762314456462,-0.8311865835832557,-0.7866468725157375,0.7003722084367245,0.7847597600646542,-0.017964814364967344,False,False,False,False,False
ACOT9,True,False,False,0.18049787155310276,-0.19559672724060784,-0.0037052612083227185,-0.0006343831953306037,-0.0021800424804715455,-0.00414524616337964,-0.3913540334505801,-0.45594253624028175,-0.4194983322502219,-0.43182200717492997,-0.8349728947661539,-0.8495677234806711,-1.2116741444241947,-0.9887936102726644,-0.6590413542330276,0.7028535980148883,0.7847597600646542,-0.022549498537555026,False,False,False,False,False
OGT,True,False,False,0.10771501831443885,-0.12369832051099826,-0.0009622432162629316,-0.0007832155884127485,-0.0009989563600713903,-0.0006726090815080585,-0.26350584373191926,-0.4720440825934829,-0.35293568199078457,-0.25141340022583686,-0.8370722080903499,-0.8539422496516158,-1.023609941055462,-0.8321230962445916,-0.7943331337983064,0.7028535980148883,0.7847597600646542,0.014379932872071061,False,False,False,False,False
PDIA5,True,False,False,0.1255930660348182,-0.13634968234699363,-0.00248360906888956,-0.0010994199971116505,-0.0018748272707723719,-0.0036252448926172524,-0.33441455476521603,-0.5062528985529351,-0.40229727222067563,-0.4048071758930386,-0.8381575496457881,-0.8366995071251921,-0.9188398652740598,-0.8887858165436789,-0.7527082752551921,0.7028535980148883,0.7847597600646542,0.010714807782398396,False,False,False,False,False
SMDT1,True,False,False,0.6859345113854133,-0.6973478304966267,-0.00023213574395620663,-0.0013483538663428593,0.0018169260021536125,0.001917644094382787,-0.22947656688988552,-0.5331839997151381,-0.19424057109997303,-0.1168459357627558,-0.8400552019422408,-0.8753146609808206,-0.9547093182164227,-1.1117998952205914,-0.5559721881939432,0.7034739454094293,0.7847597600646542,0.04581637095436578,False,False,False,False,False
ATP6V1G1,True,False,False,0.8457591444847761,-0.8404391627986086,-0.0004344732714732843,0.0013047776085509206,-0.004073640125125991,0.0009170586504520474,-0.2389072329227331,-0.24615294055209036,-0.5262161029327902,-0.16882782209790842,-0.8424484543097053,-0.8602000525295986,-0.7659902273060016,-0.8913457718078728,-0.7594131004103519,0.7040942928039702,0.7847597600646542,-0.023215603252234825,False,False,False,False,False
GSTZ1,True,False,False,0.11331510535395878,-0.12363685923496662,-0.001689457432495065,-0.0008583663042820905,-0.0017299410660893556,-0.0020559067823401177,-0.2974002699996587,-0.4801743203057705,-0.3941318983303573,-0.3232777515298595,-0.8484287371059269,-0.8498392034350395,-1.3231866621308166,-0.6992579025552201,-0.9431832016619243,0.7040942928039702,0.7847597600646542,-0.0027475211246145554,False,False,False,False,False
NDUFA10,True,False,False,0.34326775068945,-0.38266002212765615,0.0010738948944394844,-0.0011360927591884476,-0.0037948545309395877,-0.0023846164730219575,-0.1686043256871903,-0.5102203693854007,-0.510504540767525,-0.3403547037101366,-0.8489745321299795,-0.8396271342015722,-0.6184345429600372,-0.8234804468195717,-0.842759414257587,0.7040942928039702,0.7847597600646542,0.046979001755188834,False,False,False,False,False
ACSF2,True,False,False,0.058271101541732984,-0.062185618467573776,-0.0016486768463341507,-0.0008574808627104997,-0.002009941232584106,-0.0022986810966310746,-0.2954995445463693,-0.4800785281316827,-0.40991191033207297,-0.33589023443885596,-0.849599748571269,-0.8611136453451032,-1.1445233929455698,-0.8090462510937511,-0.8387991417159159,0.7040942928039702,0.7847597600646542,-0.015063233529411232,False,False,False,False,False
TIGAR,True,False,False,0.08940079925287707,-0.10390382733909861,-0.0017353607832808894,-0.0011024408702110626,-0.0009844766217452369,-0.0017289572950085603,-0.29953976026803325,-0.5065797140211946,-0.3521196451739897,-0.3062922445040528,-0.8519468749591648,-0.8677722202084531,-1.0727761125885733,-0.8071388280356057,-0.8369235714812853,0.7040942928039702,0.7847597600646542,0.00903084924155846,False,False,False,False,False
ATP6V0D1,True,False,False,0.21438204913363543,-0.2405525310983591,-0.004768956074975593,-0.0015596462676721208,-0.0023311647873350727,-0.0068475535896507424,-0.44093134701843,-0.5560428298637909,-0.4280151551003188,-0.5722108548511776,-0.8527784771313621,-0.855910772409829,-1.2368726515671267,-0.7838939542293574,-0.8972042984700838,0.7040942928039702,0.7847597600646542,-0.031019542867816448,False,False,False,False,False
MAP1LC3B,True,False,False,0.4680533151297893,-0.49229936825174697,-0.004581436210451169,-0.0001854837750198228,-0.0027251869298051254,-0.004190190412519031,-0.4321913113040695,-0.40737800889259723,-0.45022112095725597,-0.43415692706043685,-0.8556335140934859,-0.841295496422112,-1.0765134111261998,-0.9866870713674152,-0.7236576747799535,0.7053349875930521,0.7848580499197197,-0.028246827151531054,False,False,False,False,False
ACLY,True,False,False,0.5770069290660432,-0.603785029808216,-0.006038010303342817,-0.0014908556624616022,-0.00012674775030964858,-0.0050089693928606445,-0.5000801700378983,-0.548600665590785,-0.3037804886123617,-0.4766937000545841,-0.8757676241864607,-0.9195784519848009,-0.9100767687841947,-0.815468496145606,-0.922815125240501,0.7090570719602978,0.7869021514729994,0.028275526009211426,False,False,False,False,False
PSEN1,True,False,False,0.08426939696150339,-0.09188315198632743,-0.0019855908346677765,-0.001003798778007653,-0.001079259156840276,-0.001373936563621133,-0.31120262911381796,-0.49590804378128034,-0.35746131893110444,-0.28784839503817805,-0.8767235967880247,-0.8843694122421591,-1.358372736081009,-0.8766365214235057,-0.8142831299289413,0.7096774193548387,0.7869021514729994,-0.01763611226080011,False,False,False,False,False
HADHB,True,False,False,0.24465903787790538,-0.27506792611731723,5.1070823002532725e-06,-0.0015322318640701288,-0.004997642836579836,-0.004791988481872067,-0.21841901424224466,-0.5530769816287283,-0.5782902643838082,-0.4654212224063017,-0.8843650378484795,-0.8697512026578265,-1.2668466630039152,-0.6744544195915292,-1.0615363239796036,0.7115384615384616,0.7869021514729994,0.029032388689277953,False,False,False,False,False
ATP6V1D,True,False,False,0.3591489253504338,-0.39289447746238587,-0.00435644162040829,-0.00027232522419570965,-0.003386426333291869,-0.004250467988708885,-0.4217046316261597,-0.4167730175350569,-0.4874866906662075,-0.4372884358516804,-0.8886759039757437,-0.8635675846628197,-1.2922350527251965,-0.9081666909757443,-0.8415081248599415,0.7127791563275434,0.7869021514729994,-0.03516660657793072,False,False,False,False,False
RNF144B,True,False,False,0.23401277432924827,-0.2775263403187008,0.002531072244009884,-0.00141883214463017,-0.0016226634317427124,0.0015792185376154975,-0.10068735001262784,-0.5408087461916031,-0.3880860363628522,-0.13442764148463685,-0.8951544910824463,-0.9169269287548714,-0.804470329501739,-0.8511958009428419,-0.9033387575325058,0.7133995037220844,0.7869021514729994,0.06696568488752475,False,False,False,False,False
RAB11FIP5,True,False,False,0.08748560282039215,-0.10156024085356118,-0.0019957491331736572,-0.0007015801482655461,-0.0011573055508635414,-0.00036108809212007597,-0.311676093042366,-0.4632122900221664,-0.3618597914384443,-0.2352294263737235,-0.9015187481292531,-0.9168130589614734,-1.3595934088755315,-0.8231232616296531,-0.9173125409424495,0.7152605459057072,0.7869021514729994,-0.01332145979387795,False,False,False,False,False
SYNJ2BP,True,False,False,0.1889502556925328,-0.19982494595095468,-0.001989780086018547,-0.0007067683234972063,-0.0008495153891016797,7.335774335663815e-05,-0.3113978841952731,-0.4637735767303294,-0.34451361444357015,-0.21265932586355235,-0.9070257495056202,-0.9232725764099274,-0.9457980054242761,-0.9016087697915524,-0.880054080443376,0.7152605459057072,0.7869021514729994,-0.0015358769706871607,False,False,False,False,False
NBR1,True,False,False,0.13426140967634778,-0.14733851462185155,-0.003078259715059215,-0.0015099266516842118,-0.002037341009460062,-0.0035058254388256127,-0.3621303804899805,-0.5506638751556528,-0.4114560837279664,-0.3986031595235653,-0.9256471798500343,-0.9435692405907634,-1.018619662336468,-0.8656006080602215,-0.9294302350067691,0.7189826302729528,0.789721243896582,-0.026443887695976186,False,False,False,False,False
CAV2,True,False,False,0.9585829378451708,-0.948774053835669,-0.008282594660765327,0.0006039764661978312,0.001186938766363622,6.538505233717913e-05,-0.604697072879211,-0.3219696484897678,-0.22974485763717453,-0.2130735188951147,-0.9433380601110386,-0.9402085368928741,-0.9248386899783315,-0.6068316377049839,-1.2639885753831586,0.7251861042183623,0.7952523944810059,0.0006463590118326794,False,False,False,False,False
COX20,True,False,False,0.527934228823408,-0.5452505994214675,-0.006061182378015568,-0.0006083955196937267,0.00017880601308888034,-0.0011409474743670055,-0.5011601876708531,-0.45313103966205925,-0.28656034866045,-0.2757442689703826,-0.9651073070229799,-0.9848203628595854,-1.1213428224318778,-1.1011227375253314,-0.8338367841368899,0.7276674937965261,0.7960899195042,-0.01663009398052216,False,False,False,False,False
MRAS,True,False,False,0.06869286679336986,-0.073753032435087,-0.003387714929027636,-0.0010304917782007837,-0.002561700586613489,-0.0025524708450589363,-0.37655365041361466,-0.4987958464364354,-0.44100749622989716,-0.3490749853622537,-0.9672820077176936,-0.9798143384135357,-1.680638677562281,-0.9223554689476385,-0.9484411371501944,0.728287841191067,0.7960899195042,-0.08157788751319715,False,False,False,False,False
MAVS,True,False,False,0.20539983216598773,-0.21865663076800956,-0.0028656032098779804,-0.0018439168779327718,-0.0019419874802130339,-0.0027855146075226192,-0.3522187615002333,-0.5867968633989392,-0.4060822303665176,-0.361181951783746,-0.9839159034819442,-1.0027782387747735,-1.5648361011372307,-0.6786704211668024,-1.2087982822260186,0.7326302729528535,0.7969987474135675,0.003464320793513026,False,False,False,False,False
SLC25A24,True,False,False,0.1924812848981872,-0.19801015592095594,-0.003114826080891419,-0.000995817055967736,-0.0015015658928196106,-0.000757097117611938,-0.3638346870930615,-0.49504453507364865,-0.38126132392961654,-0.25580267803921286,-0.9843378680571138,-0.9967937366097485,-1.6660068042461313,-1.0497453365165421,-0.8768337516884817,0.7326302729528535,0.7969987474135675,-0.029010730277953894,False,False,False,False,False
NDUFB11,True,False,False,1.0844631578717723,-1.0138537781442685,-0.007884915589405904,-0.0030810275717819413,-0.0073346049867407245,-0.015595084247593483,-0.5861618137196014,-0.7206346306251852,-0.7099947959873119,-1.0266579459343033,-0.9901332943977954,-0.9114642923106477,-0.9090618992871754,-0.7726859368447002,-1.1584647761276536,0.7326302729528535,0.7969987474135675,-0.050601822726489824,False,False,False,False,False
ALDH7A1,True,False,False,0.22262608880803564,-0.24201494641078242,-0.003967940082850228,-0.0016578352019310646,-0.004851080389785739,-0.006375487635534198,-0.40359712433911604,-0.5666654748646626,-0.5700304222616963,-0.5476863338135919,-0.992606687651883,-0.9937945236902865,-1.5424608296681208,-0.8789809271511902,-1.0706228061072034,0.7338709677419355,0.7970751659206667,-0.01891122050481307,False,False,False,False,False
SPG7,True,False,False,0.16373900691349774,-0.17394520871905822,-0.002659977667777583,-0.000681870270036266,-0.0023641084835894963,-0.0003364715516540875,-0.342634845757226,-0.4610799617611436,-0.42987176800445936,-0.23395056086930358,-0.9996360146535253,-1.0089963545053846,-1.0419258573262304,-0.8321358130968439,-1.1437507284050534,0.7363523573200993,0.7984967441639931,-0.039177267693038094,False,False,False,False,False
BNIP3,True,False,False,0.5619620154442563,-0.6187342599542142,0.011283588354601566,-0.003963230414613011,-0.008708686146204833,-0.001369387904186014,0.3072550490025117,-0.8160764203633252,-0.787434097038876,-0.28761208548643724,-1.0086433829132522,-0.9768823833218228,-1.5274128311318234,-0.8778155709637574,-1.1197675988087379,0.7382133995037221,0.799080598342619,0.09003636839239948,False,False,False,False,False
TBC1D17,True,False,False,0.11984110475241745,-0.12952132356310134,-0.00328489249874807,-0.0015037947594654345,-0.0023932819460524887,-0.002254934800867912,-0.37176124233908936,-0.5500004917029727,-0.4315159012689525,-0.3336175499942259,-1.0196600853167888,-1.0352580141766978,-1.6070344200155195,-0.9822392063909225,-0.9825421613858172,0.7406947890818859,0.799080598342619,-0.015381732905895788,False,False,False,False,False
TRAK1,True,False,False,0.14237679867129294,-0.15100619864609596,-0.0032744764950880605,-0.0018476085417262276,-0.0023437629153971436,-0.00280375432194784,-0.37127576713772714,-0.5871962488718178,-0.4287251497210625,-0.3621295317908194,-1.0250676339397882,-1.041409892333653,-1.6222642241681313,-1.0343688063806087,-0.9515690112646285,0.7431761786600496,0.799080598342619,-0.01726251202630815,False,False,False,False,False
MEF2A,True,False,False,0.15502862555913752,-0.15921096654143013,-0.003142703998246151,-0.0015559129125144308,-0.0018400007699858173,-0.001513430661396301,-0.3651340373989093,-0.5556389339787645,-0.4003345498149377,-0.2950953187056739,-1.0260122024869376,-1.0300044210003723,-1.074305625356349,-0.9373237100915146,-1.0604923512714677,0.7431761786600496,0.799080598342619,-0.026016419609908862,False,False,False,False,False
GSTK1,True,False,False,0.4062505709256809,-0.4309879768979104,-0.004195293435527285,-0.0025738058507586425,-0.005958062486469724,-0.008862633828628326,-0.4141937426078877,-0.6657604605384388,-0.6324167807772552,-0.6768972387818193,-1.0354737451417624,-1.0380356441193308,-1.374502542330554,-0.7453847779768153,-1.2857203839247144,0.7462779156327544,0.799080598342619,0.0019974333197480903,False,False,False,False,False
GABARAPL1,True,False,False,0.09392179904395011,-0.09914892190052918,-0.004093932595763216,-0.001907752008447528,-0.002882771754290398,-0.004024003417031503,-0.4094694572004601,-0.5937029158493538,-0.4591021528966155,-0.4255232680738774,-1.036751257872552,-1.052644529542243,-1.733555300054395,-0.9813759261310574,-1.0378438156554892,0.7462779156327544,0.799080598342619,-0.07776917080281448,False,False,False,False,False
VPS13C,True,False,False,0.11158947904089805,-0.11859728130308637,-0.0025872750240686646,-0.001428301098863293,-0.0031066943384724178,-0.0018875998925865474,-0.33924627834248355,-0.5418331522522973,-0.4717217920564148,-0.3145339609164126,-1.038267261734783,-1.0526704420220692,-1.9447378319054187,-1.018186119412464,-0.9700453093501367,0.7462779156327544,0.799080598342619,-0.014546880791297538,False,False,False,False,False
CSNK2B,True,False,False,0.8321982338048957,-0.8281600156304937,-0.011175198474387063,-0.004282623436523181,-0.0022936448382642697,-0.014616487613648574,-0.7395172462121365,-0.8506301988834164,-0.42590063761965813,-0.9758184106379969,-1.0402296720772144,-0.9432546074311252,-0.8363639579985146,-1.5293467242909151,-0.5902991968141736,0.7462779156327544,0.799080598342619,-0.09999783006745747,False,False,False,False,False
HADHA,True,False,False,0.41575900449445885,-0.44488178017042,-0.001999390411324668,-0.001976478405661983,-0.00454318771248566,-0.003861540094451404,-0.31184580786786714,-0.6011381337311645,-0.5526784677830309,-0.4170830593748445,-1.048579350007218,-1.0224601414965337,-1.3999464125752423,-1.0988076645544655,-0.9747974414777267,0.7475186104218362,0.7991525489753067,0.008404234085429363,False,False,False,False,False
FKBP8,True,False,False,0.8122398626884226,-0.8095525999840828,-0.008938778305727382,-0.003119121625960248,-0.007979034459390534,-0.01581569475133131,-0.635280864664111,-0.7247558650314264,-0.7463130058654619,-1.038118986267441,-1.0682307492935585,-1.092351558321891,-0.7146388390696454,-1.5103365898539303,-0.637121396728431,0.7518610421836228,0.8019402602546628,0.017238973878846396,False,False,False,False,False
AKT3,True,False,False,0.14406966011609337,-0.15319980566805697,-0.003278544124234504,-0.0007148478885596325,-0.003234824297744139,-0.0005225900670195731,-0.37146535358022414,-0.4646476706602346,-0.47894283167363594,-0.24361969164597086,-1.0714361642681238,-1.085907115345479,-1.4346066690362522,-1.0205512326496353,-1.0462271312855163,0.7524813895781638,0.8019402602546628,-0.047141539193834285,False,False,False,False,False
PINK1,True,False,False,0.30265910003098445,-0.330974365432908,-0.007983927590590672,-0.002100891564309721,-0.003711910099323849,-0.0075595845884370025,-0.5907766230823314,-0.6145978665180255,-0.5058300288100602,-0.609201913106643,-1.1020026053037744,-1.1153410930420335,-1.6650466350648019,-0.9695901472644628,-1.2010413713985726,0.7562034739454094,0.8046477589950373,-0.028065984398286833,False,False,False,False,False
ADH5,True,False,False,0.4065966988189119,-0.43815742619914966,-0.006015400240245434,-0.0024822528866780963,-0.005729801703867401,-0.008497357554930552,-0.499026346969733,-0.6558557330501007,-0.6195526531087697,-0.6579205988002366,-1.1165141343283669,-1.1107343161661811,-1.5282232080895342,-0.973095355303685,-1.2022551145237383,0.7617866004962779,0.8093239858626603,-0.030195114989526775,False,False,False,False,False
TOMM7,True,False,False,1.9875903099500043,-0.6095597611310662,0.0072310395468536,-0.0020161120967159434,-0.005137391825756673,0.005261523197126638,0.11837147976714016,-0.6054259349311464,-0.586166119437914,0.056873504682507056,-1.1300940792844274,-1.216149623208557,-0.9424674951639094,-0.780583982752947,-1.402903171792605,0.7636476426799007,0.8100374527492404,0.14227607248730584,False,False,False,False,False
DECR1,True,False,False,0.2244086325957524,-0.25357621804199326,-0.0048469417441890815,-0.0024933766728392165,-0.0051678214204487405,-0.006423752610395217,-0.44456614878123435,-0.6570591683694368,-0.5878810447376357,-0.5501937702873211,-1.1393125916009859,-1.1296442438699077,-1.7429852053437833,-1.2050312504082732,-1.02021122730932,0.7661290322580645,0.8108017508438266,-0.056496822494136824,False,False,False,False,False
CYB5R3,True,False,False,0.6419735734526228,-0.6597783946744008,-0.014151128520675264,-0.002413501036350386,-0.005558924803630768,-0.014910704310361773,-0.8782211374183391,-0.648417761503752,-0.6099225176331159,-0.9911034010195962,-1.145458015535611,-1.1660721994599874,-1.1480183061710676,-0.980835379838096,-1.2905847143853397,0.7667493796526055,0.8108017508438266,-0.06267294208757253,False,False,False,False,False
ACOX1,True,False,False,0.10768481677948574,-0.11178807445042291,-0.00338598918188689,-0.0022133464563682224,-0.004252166189381413,-0.0031908594268637894,-0.3764732157797569,-0.6267638850817719,-0.5362773235093231,-0.38224021167883415,-1.1572742126920177,-1.163750856832868,-1.8896228561387844,-1.006075398941006,-1.235959233973301,0.7704714640198511,0.813474522476773,-0.01015878244258306,False,False,False,False,False
SRC,True,False,False,0.12795617273773915,-0.13237469435185012,-0.005064411923812052,-0.001510250403444184,-0.003389237906007463,-0.0017710715998237405,-0.4547021263297122,-0.5506989004875861,-0.4876451428976871,-0.3084801446171972,-1.184566025097788,-1.1820714035123951,-1.7114205939787084,-1.1662155237909335,-1.1035313274534992,0.7791563275434243,0.8213706796549102,-0.045396816526771945,False,False,False,False,False
PPARD,True,False,False,0.22751236147691614,-0.2432208367447277,-0.005885671830858086,-0.0017041054039966597,-0.005085475344869938,-0.004387210729019658,-0.49297988925663594,-0.5716712520876356,-0.5832402544224198,-0.4443924224498344,-1.2034989733168568,-1.2191336338792575,-1.5365281575156249,-1.2370321277218659,-1.1164685132421608,0.7810173697270472,0.8220600135766911,0.03441746993557008,False,False,False,False,False
SCP2,True,False,False,0.27718289331929136,-0.29174370149937845,-0.005685561961172645,-0.002226500552431827,-0.0049567569218508314,-0.004623801698637746,-0.48365305120519864,-0.6281869710317889,-0.5759860506642177,-0.45668367150328587,-1.2311424013979195,-1.2471653622535412,-1.9648399293339947,-1.1206897706291958,-1.2923043444694646,0.7841191066997518,0.8240510982446466,-0.019282266031701783,False,False,False,False,False
ALKBH7,True,False,False,0.3789507295997654,-0.4080607683379178,-0.004620832583800151,-0.0018243750133808538,-0.005550141879475673,-0.002644096471413646,-0.4340275205556048,-0.5846827118261897,-0.6094275370396663,-0.3538350714932761,-1.2743026979281848,-1.2667181154372837,-1.8225873009139661,-1.173604091353294,-1.3323816801061095,0.7897022332506204,0.8286397855834707,-0.04446250395448772,False,False,False,False,False
NR3C1,True,False,False,0.4241979561142544,-0.43288330587090157,-0.0034437357661428066,0.00014151471173698806,-0.004261933484255723,0.004304930617445897,-0.3791647024127014,-0.3720014273372942,-0.5368277804332257,0.007177112387740974,-1.2951710225709623,-1.3117699008543366,-1.8281042879494735,-1.2077462569755684,-1.3500404877084418,0.7965260545905707,0.834514220271044,-0.04735120225463016,False,False,False,False,False
HIF1A,True,False,False,0.6016517854262963,-0.6206909895939653,0.0016773268640430153,-0.003565789027679238,-0.0073608813178962455,-0.0010391290315723044,-0.1404792148948088,-0.7730789197395015,-0.71147565518174,-0.2704546510249283,-1.354579138791122,-1.3763323371971752,-1.4817081334361912,-1.1741495412799356,-1.5066841268331874,0.8058312655086849,0.8429663468685321,-0.016720508708796954,False,False,False,False,False
SLC44A1,True,False,False,0.3167062207546965,-0.32066159790250837,-0.006992052342731701,-0.002666014503014531,-0.004632764565386083,-0.0036715011723863263,-0.5445467203866172,-0.6757361241538518,-0.5577267641163516,-0.40721025770062225,-1.3707993509561982,-1.3850106901619255,-1.6317086165456804,-1.439377877645417,-1.2742841165034533,0.8083126550868487,0.8442652118315092,-0.027232039503019577,False,False,False,False,False
ULK1,True,False,False,0.12212953690310835,-0.12222692570612721,-0.006259607770584276,-0.0029893687190162294,-0.005921584035337615,-0.004697511168995335,-0.5104085146258923,-0.7107184474884013,-0.6303609591544511,-0.4605129869637431,-1.3909749343050013,-1.407802776198008,-2.6919066414809083,-1.352869931399714,-1.4228340442164473,0.8120347394540943,0.8455591094315569,-0.09655698733933928,False,False,False,False,False
